summons_number,summons_image,payment_amount,penalty_amount,violation_time,license_type,precinct,issuing_agency,interest_amount
1419828587,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUmVFOVVaM2xQUkZVMFRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",125.0,60.0,10:47A,PAS,26.0,POLICE DEPARTMENT,0.4
8119063211,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSRmVFOVVRVEpOZWtsNFRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",65.0,0.0,12:10P,PAS,13.0,TRAFFIC,0.0
8286521651,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSSk5FNXFWWGxOVkZreFRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",115.0,0.0,05:57A,PAS,18.0,TRAFFIC,0.0
8162545311,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSRk1rMXFWVEJPVkUxNFRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",45.0,0.0,02:00A,PAS,77.0,TRAFFIC,0.0
8119500878,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSRmVFOVVWWGROUkdjelQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",75.0,10.0,02:46P,PAS,18.0,TRAFFIC,0.0
8108507224,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSRmQwOUVWWGRPZWtsNVRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",115.0,0.0,11:05A,PAS,10.0,TRAFFIC,0.0
8214007677,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSSmVFNUVRWGRPZWxrelRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",75.0,30.0,07:53A,PAS,109.0,TRAFFIC,0.0
7840916028,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wbk1FMUVhM2hPYWtGNVQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,,,PAS,,,
8752765751,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1VMXFZekpPVkdNeFRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",0.0,0.0,03:19P,PAS,106.0,TRAFFIC,0.0
7373254226,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wTk0wMTZTVEZPUkVsNVRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",75.0,10.0,03:35P,PAS,13.0,TRAFFIC,0.0
1452472087,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk1VMXFVVE5OYWtFMFRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",125.0,10.0,10:58A,PAS,18.0,POLICE DEPARTMENT,0.0
1452472166,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk1VMXFVVE5OYWtVeVRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",82.0,0.0,11:38A,COM,17.0,POLICE DEPARTMENT,0.0
7883804893,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wbk5FMTZaM2RPUkdjMVRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,,,OMS,,,
1447587870,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk1FNTZWVFJPZW1jelRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",95.0,0.0,06:05P,PAS,111.0,POLICE DEPARTMENT,0.0
8752765349,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1VMXFZekpPVkUwd1QxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",35.0,0.0,01:29P,PAS,104.0,TRAFFIC,0.0
8484382140,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5FNUVUVFJOYWtVd1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",178.64,60.0,10:44A,PAS,14.0,TRAFFIC,3.81
4632088250,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWmVrMXFRVFJQUkVreFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",81.06,25.0,12:07P,PAS,0.0,DEPARTMENT OF TRANSPORTATION,6.06
8328524491,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSTmVVOUVWWGxPUkZFMVRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",126.31,60.0,02:37P,PAS,19.0,TRAFFIC,1.61
8622998411,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVVMXFhelZQUkZGNFRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",25.0,0.0,11:17A,PAS,20.0,TRAFFIC,0.0
8108507420,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSRmQwOUVWWGRPZWxGNVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",92.0,0.0,02:20P,COM,18.0,TRAFFIC,0.0
1452472130,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk1VMXFVVE5OYWtWNlRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",125.0,10.0,11:37A,COM,17.0,POLICE DEPARTMENT,0.0
7031868154,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wQmVrMVVaekpQUkVVeFRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",122.91,60.0,04:21P,PAS,44.0,TRAFFIC,2.94
7840914860,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wbk1FMUVhM2hPUkdjeVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,,,PAS,,,
8214013343,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSSmVFNUVRWGhOZWswd1RYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",75.0,30.0,06:40A,PAS,109.0,TRAFFIC,0.0
8119500994,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSRmVFOVVWWGROUkdzMVRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",105.0,10.0,05:08P,PAS,10.0,TRAFFIC,0.0
1419828575,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUmVFOVVaM2xQUkZVelRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",125.72,60.0,10:39A,PAS,26.0,POLICE DEPARTMENT,0.94
8281073950,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSSk5FMVVRVE5OZW1zeFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",115.0,0.0,12:22P,COM,61.0,TRAFFIC,0.0
8162545372,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSRk1rMXFWVEJPVkUwelRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",45.0,0.0,09:02A,PAS,90.0,TRAFFIC,0.0
8281074619,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSSk5FMVVRVE5PUkZsNFQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",55.0,10.0,11:38A,PAS,61.0,TRAFFIC,0.0
4630464128,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWmVrMUVVVEpPUkVWNVQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",75.0,25.0,09:14A,PAS,0.0,DEPARTMENT OF TRANSPORTATION,0.0
4639356614,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWmVrOVVUVEZPYWxsNFRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",75.15,25.0,03:41P,PAS,0.0,DEPARTMENT OF TRANSPORTATION,0.15
5102499725,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmQwMXFVVFZQVkdONVRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",50.0,0.0,06:48P,PAS,0.0,DEPARTMENT OF TRANSPORTATION,0.0
8123037650,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSRmVVMTZRWHBPZWxreFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",0.0,10.0,09:48A,COM,13.0,TRAFFIC,0.0
1447587807,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk1FNTZWVFJPZW1kM1RuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",115.0,0.0,07:24P,PAS,111.0,POLICE DEPARTMENT,0.0
8214005589,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSSmVFNUVRWGRPVkZVMFQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",125.15,60.0,07:01A,PAS,108.0,TRAFFIC,0.15
4725925718,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSamVVNVVhM2xPVkdONFQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",50.0,0.0,02:51P,PAS,0.0,DEPARTMENT OF TRANSPORTATION,0.0
1447588472,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk1FNTZWVFJQUkZFelRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",65.0,0.0,07:30P,PAS,111.0,POLICE DEPARTMENT,0.0
8752766329,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1VMXFZekpPYWsxNVQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",115.0,0.0,01:55P,PAS,106.0,TRAFFIC,0.0
4647471998,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1FNTZVVE5OVkdzMVQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",50.0,0.0,11:06A,PAS,0.0,DEPARTMENT OF TRANSPORTATION,0.0
8119063636,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSRmVFOVVRVEpOZWxsNlRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",115.0,0.0,02:19P,PAS,13.0,TRAFFIC,0.0
4639356961,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWmVrOVVUVEZPYW1zeVRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",75.0,25.0,04:10P,PAS,0.0,DEPARTMENT OF TRANSPORTATION,0.0
4639357310,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWmVrOVVUVEZPZWsxNFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",75.0,25.0,04:41P,PAS,0.0,DEPARTMENT OF TRANSPORTATION,0.0
4639356791,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWmVrOVVUVEZPYW1NMVRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",75.0,25.0,03:53P,PAS,0.0,DEPARTMENT OF TRANSPORTATION,0.0
8119062978,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSRmVFOVVRVEpOYW1zelQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",115.0,0.0,09:13A,PAS,10.0,TRAFFIC,0.0
1452472075,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk1VMXFVVE5OYWtFelRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",92.0,0.0,11:13A,COM,18.0,POLICE DEPARTMENT,0.0
1452471988,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk1VMXFVVE5OVkdzMFQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",82.0,0.0,08:30A,COM,18.0,POLICE DEPARTMENT,0.0
8281072374,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSSk5FMVVRVE5OYWswelRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",145.0,30.0,01:24P,PAS,70.0,TRAFFIC,0.0
5103115542,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmQwMTZSWGhPVkZVd1RXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",50.0,0.0,05:38P,PAS,0.0,DEPARTMENT OF TRANSPORTATION,0.0
4639356651,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWmVrOVVUVEZPYWxreFRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",75.0,25.0,03:43P,PAS,0.0,DEPARTMENT OF TRANSPORTATION,0.0
7031867058,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wQmVrMVVaekpPZWtFeFQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",95.86,60.0,10:56A,COM,46.0,TRAFFIC,1.02
4639356213,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWmVrOVVUVEZPYWtsNFRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",75.0,25.0,03:26P,PAS,0.0,DEPARTMENT OF TRANSPORTATION,0.0
5080594135,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSQk5FMUVWVFZPUkVWNlRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",93.89,25.0,10:50A,PSD,0.0,DEPARTMENT OF TRANSPORTATION,18.96
8108508228,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSRmQwOUVWWGRQUkVsNVQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",0.0,0.0,01:59P,OMT,17.0,TRAFFIC,0.0
4639357370,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWmVrOVVUVEZPZWswelRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",75.0,25.0,04:53P,PAS,0.0,DEPARTMENT OF TRANSPORTATION,0.0
8752761083,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1VMXFZekpOVkVFMFRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",75.0,10.0,04:10P,PAS,112.0,TRAFFIC,0.0
8622997868,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVVMXFhelZPZW1jeVQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",25.0,0.0,10:32A,COM,19.0,TRAFFIC,0.0
1452472063,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk1VMXFVVE5OYWtFeVRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",92.0,0.0,09:34A,COM,18.0,POLICE DEPARTMENT,0.0
7373254184,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wTk0wMTZTVEZPUkVVMFRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",105.0,10.0,11:26A,PAS,5.0,TRAFFIC,0.0
4636445971,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWmVrNXFVVEJPVkdzelRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",50.0,0.0,10:40A,OMT,0.0,DEPARTMENT OF TRANSPORTATION,0.0
8108508381,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSRmQwOUVWWGRQUkUwMFRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",95.0,0.0,03:01P,PAS,17.0,TRAFFIC,0.0
8286522783,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSSk5FNXFWWGxOYW1NMFRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",115.0,0.0,05:42A,COM,18.0,TRAFFIC,0.0
4656400890,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VNXFVWGROUkdjMVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",75.0,25.0,12:05P,PAS,0.0,DEPARTMENT OF TRANSPORTATION,0.0
1448259277,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk1FOUVTVEZQVkVrelRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",95.0,0.0,09:15A,PAS,72.0,POLICE DEPARTMENT,0.0
1452472245,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk1VMXFVVE5OYWtrd1RsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",0.0,0.0,10:51A,APP,19.0,POLICE DEPARTMENT,0.0
8119500910,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSRmVFOVVWWGROUkd0NFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",115.0,10.0,03:23P,OMT,10.0,TRAFFIC,0.0
8239534314,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSSmVrOVVWWHBPUkUxNFRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",95.21,60.0,10:07A,PAS,105.0,TRAFFIC,0.33
1447587820,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk1FNTZWVFJPZW1kNVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",0.0,0.0,09:03P,PAS,111.0,POLICE DEPARTMENT,0.0
8119500751,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSRmVFOVVWWGROUkdNeFRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",115.0,0.0,01:15P,OMT,10.0,TRAFFIC,0.0
7840915735,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wbk1FMUVhM2hPVkdONlRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,,,PAS,,,
1448258856,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk1FOUVTVEZQUkdjeFRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",0.0,0.0,02:10P,PAS,72.0,POLICE DEPARTMENT,0.0
8602886494,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMXFaelJPYWxFMVRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",101.29,60.0,10:14A,999,102.0,TRAFFIC,6.45
8123039724,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSRmVVMTZRWHBQVkdONVRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",105.0,0.0,07:05A,COM,14.0,TRAFFIC,0.0
7883793731,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wbk5FMTZZelZOZW1ONlRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,,,PAS,,,
8119063181,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSRmVFOVVRVEpOZWtVMFRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",115.0,0.0,12:05P,PAS,10.0,TRAFFIC,0.0
7768373819,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wak1rOUVUVE5OZW1kNFQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",97.29,60.0,12:23P,PAS,62.0,TRAFFIC,2.38
8119063466,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSRmVFOVVRVEpOZWxFeVRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",40.0,0.0,02:25P,COM,13.0,TRAFFIC,0.0
4644236354,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1FNUVTWHBPYWsweFRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",50.0,0.0,01:09P,PAS,0.0,DEPARTMENT OF TRANSPORTATION,0.0
8108507388,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSRmQwOUVWWGRPZWswMFQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",82.0,0.0,02:38P,COM,18.0,TRAFFIC,0.0
8123039360,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSRmVVMTZRWHBQVkUweVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",92.0,0.0,05:55A,COM,14.0,TRAFFIC,0.0
1452472051,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk1VMXFVVE5OYWtFeFRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",92.0,0.0,09:32A,COM,18.0,POLICE DEPARTMENT,0.0
8752755010,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1VMXFZekZPVkVGNFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",65.0,0.0,02:07P,PAS,102.0,TRAFFIC,0.0
5103115566,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmQwMTZSWGhPVkZVeVRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",50.0,0.0,05:43P,PAS,0.0,DEPARTMENT OF TRANSPORTATION,0.0
8622998691,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVVMXFhelZQUkZrMVRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",40.0,0.0,11:51A,COM,19.0,TRAFFIC,0.0
8119063247,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSRmVFOVVRVEpOZWtrd1RuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",115.0,0.0,12:40P,PAS,13.0,TRAFFIC,0.0
8119502279,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSRmVFOVVWWGROYWtrelQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",0.0,0.0,02:00P,PAS,13.0,TRAFFIC,0.0
7840914664,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wbk1FMUVhM2hPUkZreVRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,,,PAS,,,
4639357011,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWmVrOVVUVEZPZWtGNFRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",75.1,25.0,04:13P,PAS,0.0,DEPARTMENT OF TRANSPORTATION,0.1
8072029976,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQk0wMXFRWGxQVkdzelRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",75.0,10.0,10:48A,PAS,19.0,TRAFFIC,0.0
8108507169,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSRmQwOUVWWGRPZWtVeVQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",115.0,0.0,09:04A,PAS,10.0,TRAFFIC,0.0
7883806270,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wbk5FMTZaM2RPYWtrelRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,,,PAS,,,
7840914690,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wbk1FMUVhM2hPUkZrMVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,,,PAS,,,
8070074760,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQk0wMUVRVE5PUkdNeVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",75.0,10.0,08:00A,PAS,30.0,TRAFFIC,0.0
8286521687,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSSk5FNXFWWGxOVkZrMFRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",0.0,0.0,06:33A,PAS,18.0,TRAFFIC,0.0
8123037685,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSRmVVMTZRWHBPZWxrMFRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",75.0,10.0,10:01A,PAS,13.0,TRAFFIC,0.0
7883808631,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wbk5FMTZaM2RQUkZsNlRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,,,PAS,,,
